hhid,hh_members,sex,hh_education,residence,age,altitude,Q401,Q304,Q306,Q307,Q308m,Qsou_inform,Q504,Q5231,Q5232,Q5233,Q5234,Q524,main_occupation,marital_status,Q3098n,Q3099n,Q30910n,Q30911n,food_secured
DT0800644,0,1,0,1,1,0,2,1,3,2,0,1,1,2,2,2,2,1,2,4,1,0,0,1,1
DT0800645,0,0,0,1,1,1,2,1,4,1,0,0,1,2,2,2,2,1,2,4,0,0,0,0,0
DT0800646,1,1,2,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800648,0,0,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,4,0,0,0,0,0
DT0800649,1,1,0,1,1,0,2,2,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800650,0,1,0,1,2,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,0,0,1,0,1
DT0800651,1,1,0,1,1,1,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800652,1,0,0,1,2,1,2,1,3,2,0,0,1,2,2,1,2,1,2,4,1,0,0,1,0
DT0800654,1,1,1,1,1,1,2,1,3,2,0,1,2,2,2,2,1,2,2,1,1,1,0,1,0
DT0800655,1,1,2,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,0
DT0800656,0,0,0,1,2,1,2,1,3,2,0,0,1,2,1,2,2,1,2,4,1,0,0,1,0
DT0800657,0,0,0,1,2,0,2,1,3,1,0,0,5,2,2,2,2,1,2,4,1,0,1,1,1
DT0800659,0,1,0,1,2,0,2,1,4,2,0,0,2,2,2,2,2,1,2,4,1,0,0,1,1
DT0800660,1,1,0,1,0,1,2,1,3,2,0,0,4,2,2,2,2,2,2,1,1,0,0,1,0
DT0800661,1,1,0,1,0,1,2,1,4,1,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800662,0,0,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,0,0,0,1,1
DT0800663,1,1,1,1,1,1,2,1,3,2,0,0,5,1,2,1,2,1,2,1,1,0,1,1,0
DT0800664,1,1,0,1,1,0,2,1,3,2,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1
DT0800667,1,1,1,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,1,1,1,0
DT0800668,2,1,1,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,2,0,0,1
DT0800669,0,1,3,1,0,1,2,1,3,2,0,0,2,2,1,2,2,2,2,1,0,0,1,1,0
DT0800670,0,0,0,1,2,1,2,1,3,2,0,0,1,2,1,2,2,2,2,4,0,0,0,0,0
DT0800671,1,1,0,1,0,1,2,1,3,2,0,0,2,2,1,2,2,1,2,1,1,0,0,1,0
DT0800672,0,1,0,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,2,1,1,0
DT0800673,2,1,0,1,1,1,2,1,3,2,0,1,2,2,2,2,2,1,2,1,1,2,1,1,0
DT0800674,2,1,0,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800675,1,1,1,1,1,1,2,1,3,1,0,1,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800676,1,1,0,1,1,1,2,1,3,1,0,1,1,2,2,2,2,1,2,1,1,1,0,0,0
DT0800677,0,0,0,1,1,1,2,1,3,1,0,1,1,2,2,2,2,1,2,4,1,0,0,1,0
DT0800678,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,0
DT0800680,1,1,1,1,1,1,2,1,3,2,0,0,4,1,1,2,2,1,2,1,1,0,0,1,0
DT0800681,1,1,2,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800682,0,0,0,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,4,1,2,1,1,1
DT0800683,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800684,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,0,1,1
DT0800685,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,0,0,1,0
DT0800687,1,1,1,1,0,1,2,1,3,1,1,0,1,2,2,2,2,1,2,1,1,2,1,1,0
DT0800689,0,0,0,1,2,1,2,1,3,2,0,0,2,2,2,2,1,1,2,3,1,0,0,1,0
DT0800690,1,1,2,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800691,1,1,0,1,0,1,2,1,3,4,0,0,1,1,2,2,2,1,2,2,1,0,1,1,0
DT0800694,1,1,1,1,0,1,2,1,3,2,1,0,2,2,1,2,2,1,2,1,1,0,0,1,0
DT0800695,1,1,1,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800697,1,1,0,1,1,1,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800699,0,1,0,1,2,1,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,1,1,0,1
DT0800701,1,1,1,1,0,1,2,1,3,2,0,1,1,2,2,2,2,2,2,1,1,0,1,1,0
DT0800703,1,1,1,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800704,0,1,1,1,2,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800707,1,1,1,1,1,1,2,1,3,2,1,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800708,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,0,1,0,1,1
DT0800709,2,1,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800710,1,1,2,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,0,1,0
DT0800711,1,1,0,1,1,1,2,1,3,2,0,0,2,2,2,2,2,1,2,1,1,0,0,1,0
DT0800712,0,1,0,1,1,1,2,1,3,2,0,0,2,1,2,2,2,1,2,1,0,0,0,1,0
DT0800713,0,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800714,0,1,0,1,2,1,2,1,3,2,0,0,1,1,1,2,2,1,2,1,1,1,1,1,0
DT0800715,0,0,0,1,0,1,2,1,3,1,1,0,2,2,2,2,2,1,2,0,1,0,1,1,1
DT0800716,1,1,0,1,1,1,2,1,3,2,0,2,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800717,0,0,0,1,1,1,2,1,4,1,0,0,1,2,2,2,2,1,2,4,1,0,0,0,1
DT0800720,1,1,0,1,1,1,2,1,3,2,0,0,4,2,2,2,2,1,2,4,1,1,0,1,0
DT0800721,0,0,0,1,2,1,2,1,3,2,0,1,1,1,1,2,2,1,2,4,1,0,0,1,0
DT0800722,1,0,0,1,1,1,2,1,4,2,0,1,1,2,1,2,2,1,2,3,0,0,1,1,0
DT0800724,0,1,1,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800726,1,1,0,1,1,1,2,1,4,2,0,0,1,1,1,2,1,1,2,1,0,1,0,0,0
DT0800727,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,0,1
DT0800729,0,1,0,1,1,1,2,1,3,2,1,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800730,1,1,0,1,0,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800731,1,1,1,1,1,1,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,0,0,1
DT0800732,1,1,1,1,1,1,2,1,3,2,0,1,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800736,2,1,2,1,1,1,2,1,3,2,0,2,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800737,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800739,1,1,2,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800741,0,1,0,1,2,1,2,1,3,1,0,0,1,2,2,2,2,1,2,4,1,0,0,1,1
DT0800742,1,1,0,1,1,1,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,0,0,1
DT0800743,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800744,1,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,1,0,1,1
DT0800747,1,1,2,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800748,1,1,1,1,1,1,2,1,4,2,0,1,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800749,0,0,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,0,0,0,1,1
DT0800750,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800751,1,1,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,0
DT0800753,0,1,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800754,1,1,1,1,0,1,2,1,4,2,0,1,2,2,2,2,2,1,2,1,1,0,0,1,1
DT0800756,0,1,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,0,1,1
DT0800757,1,1,2,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800758,0,1,0,1,1,1,2,1,3,2,1,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800759,1,1,1,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,1,0,1,0
DT0800761,0,1,1,1,1,1,2,1,3,1,0,1,1,2,2,2,2,1,2,4,1,0,1,1,1
DT0800763,1,1,1,1,1,1,2,1,3,1,0,0,1,2,2,2,2,1,1,1,1,0,0,1,1
DT0800764,0,0,0,1,2,0,2,1,3,2,0,0,1,1,2,2,2,2,2,4,1,0,0,1,0
DT0800765,0,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,0,0
DT0800768,0,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800769,0,1,1,1,0,0,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,0,0
DT0800770,1,1,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,0,1
DT0800771,0,1,2,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800772,1,1,0,1,0,0,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,0,0,1
DT0800773,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,0,0,1,0
DT0800774,1,1,0,1,1,0,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800776,0,0,0,1,1,1,2,1,3,2,0,0,1,2,1,1,2,2,2,3,0,0,0,0,0
DT0800779,0,1,0,1,0,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800780,0,0,0,1,2,1,2,1,3,1,0,0,1,2,2,2,2,1,2,4,1,0,1,0,1
DT0800781,1,1,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,0,1,0
DT0800782,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,1,1,1,1
DT0800784,1,1,0,1,1,1,2,1,3,2,0,0,1,2,1,1,2,1,2,1,1,0,0,1,0
DT0800785,0,1,0,1,1,1,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800786,1,1,0,1,0,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,0,1,0
DT0800787,1,1,1,1,0,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800789,0,1,0,1,2,0,2,1,3,1,1,0,1,2,2,2,2,1,2,1,1,0,1,1,0
DT0800790,1,1,2,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800791,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800792,1,1,0,1,1,0,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800793,1,1,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800794,0,1,0,1,2,1,2,1,2,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800795,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800796,2,1,1,1,0,1,2,1,3,2,0,0,1,1,2,2,2,1,2,1,1,0,1,1,0
DT0800797,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800798,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,0,0,1,1
DT0800799,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800800,1,1,0,1,1,0,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800801,0,1,1,1,0,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800803,2,1,1,1,1,1,2,1,3,2,0,1,4,2,1,2,2,2,2,1,1,0,0,1,0
DT0800804,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,0,0,0,0,1,1
DT0800805,1,1,0,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800806,1,1,1,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800807,1,0,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,2,2,4,1,0,1,1,1
DT0800810,0,1,0,1,1,0,1,1,3,2,0,0,1,2,2,2,2,1,2,3,1,0,0,1,0
DT0800811,0,0,0,1,2,0,2,1,3,2,0,0,1,2,1,1,2,2,2,4,1,0,0,1,0
DT0800815,0,1,3,1,0,0,2,1,3,1,1,1,1,2,2,2,2,1,3,1,0,1,1,1,1
DT0800816,0,1,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,1,1,1
DT0800818,0,0,0,1,0,1,2,1,3,2,1,1,2,2,2,2,2,2,3,3,1,1,1,1,1
DT0800822,0,1,2,1,0,1,2,1,3,2,1,1,1,2,2,2,2,1,2,1,0,0,0,1,1
DT0800825,0,0,0,1,1,1,2,1,3,1,0,0,1,2,2,2,2,1,2,4,1,0,0,0,1
DT0800827,1,1,0,1,1,0,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800830,0,1,0,1,1,0,2,1,3,1,0,0,1,2,2,2,2,1,2,4,0,0,0,1,0
DT0800831,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,3,0,0,0,1,0
DT0800835,1,1,1,1,2,1,2,1,3,2,0,0,1,2,2,2,2,2,2,4,1,0,1,1,1
DT0800839,0,1,1,1,0,0,2,1,3,2,0,0,4,2,2,2,2,1,2,0,1,0,0,1,0
DT0800840,1,1,0,1,0,0,2,1,2,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800844,1,1,0,1,2,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,0,1,1
DT0800845,1,1,0,1,2,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,0
DT0800846,2,0,1,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,1,1,1,1
DT0800847,0,1,0,1,2,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800850,1,1,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800851,2,1,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800852,1,1,0,1,2,0,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800853,1,1,1,1,1,0,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,1,1,0
DT0800854,1,1,0,1,1,0,2,1,3,2,0,0,1,1,1,2,2,1,2,1,1,2,1,1,0
DT0800855,1,1,0,1,2,0,2,1,3,2,0,0,1,2,2,1,2,1,2,3,0,0,1,1,0
DT0800856,1,0,0,1,2,0,2,1,4,1,0,0,1,2,1,2,2,1,2,4,1,0,1,1,0
DT0800857,0,1,0,1,0,0,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,0,1
DT0800858,0,0,0,1,2,0,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,2,0,1,0
DT0800859,1,1,0,1,0,0,2,1,3,2,0,0,1,2,2,1,2,1,2,1,1,0,0,1,0
DT0800861,0,1,0,1,2,0,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,0,1
DT0800862,1,1,1,1,2,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,1,1,1,0
DT0800863,0,0,2,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,3,0,0,0,1,1
DT0800865,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800868,1,1,1,1,2,1,1,1,3,2,1,0,1,2,2,2,2,1,2,1,1,0,1,1,0
DT0800869,1,1,0,1,0,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800870,0,0,0,1,1,0,2,1,3,1,0,0,1,2,2,2,2,1,2,4,1,0,0,1,1
DT0800871,1,1,0,1,1,0,1,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800872,2,1,1,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,0
DT0800873,0,0,0,1,2,0,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,0,0,1,0
DT0800875,0,0,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,4,1,0,0,1,0
DT0800876,1,1,1,1,0,1,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800877,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,3,1,1,0,0,1,1
DT0800878,0,0,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,0,1,1,0
DT0800880,2,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,1,2,2,1,1,1,1,1,0
DT0800881,1,1,0,1,1,1,2,1,3,2,0,1,1,1,1,2,2,2,2,1,0,1,1,1,0
DT0800882,0,1,1,1,2,0,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,1,1,1
DT0800883,0,1,0,1,2,1,2,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800885,2,1,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800887,0,0,0,1,1,1,2,1,3,2,0,0,1,1,1,2,2,1,2,4,1,0,1,1,0
DT0800888,2,1,2,1,2,0,1,1,3,2,0,2,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800890,1,1,0,1,0,1,2,1,3,1,0,0,1,2,2,2,2,2,2,1,1,0,0,1,1
DT0800892,0,1,0,1,1,1,1,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,0
DT0800894,1,1,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,1,1,1,0
DT0800895,1,1,0,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800896,0,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800899,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800903,1,0,0,1,2,1,2,1,3,1,0,0,1,2,1,2,2,1,2,4,0,0,1,1,0
DT0800904,1,1,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,0,1,0
DT0800905,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800907,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,0
DT0800908,1,1,1,1,1,1,2,1,2,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800911,1,1,2,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,1,1,1
DT0800912,0,0,0,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,4,0,0,1,1,1
DT0800913,1,1,0,1,1,0,2,1,4,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0800915,0,0,0,1,2,1,2,1,4,1,0,0,1,2,2,2,2,1,2,4,1,0,1,1,0
DT0800916,1,1,1,1,1,1,2,1,3,2,0,0,2,2,2,2,2,1,2,1,0,0,1,1,1
DT0800917,1,1,1,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800918,0,0,0,1,0,1,2,1,3,2,0,0,2,2,1,2,1,1,2,3,1,0,0,0,0
DT0800923,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800924,1,1,1,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,1,1,0
DT0800925,0,0,0,1,1,1,2,1,3,2,0,0,2,2,1,2,2,1,2,4,0,0,1,1,0
DT0800926,1,1,0,1,1,0,2,1,3,2,0,0,2,2,2,2,2,1,2,1,1,0,1,1,0
DT0800930,1,1,2,1,1,1,2,1,4,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800931,0,0,0,1,2,1,2,1,4,2,0,0,2,2,1,2,1,1,2,4,0,0,1,1,0
DT0800932,2,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800933,1,1,0,1,1,1,2,1,3,2,0,0,1,1,1,2,2,1,2,1,1,1,0,1,0
DT0800935,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,1,2,1,2,4,1,0,1,1,0
DT0800937,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,0,1,1
DT0800941,0,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,1,1,2,1,0,0,0,1,0
DT0800943,0,1,0,1,0,1,2,1,3,2,0,0,2,2,2,2,2,2,2,1,1,0,0,1,1
DT0800945,1,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,2,1,1,1
DT0800948,1,1,1,1,1,0,1,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,0,1
DT0800949,1,1,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,0
DT0800950,0,0,0,1,2,0,2,1,4,2,0,0,1,2,1,2,2,1,2,4,0,0,0,0,0
DT0800951,1,1,2,1,0,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800952,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,1,1,0
DT0800953,1,1,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800955,1,1,2,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,2,1,1,0
DT0800958,1,1,0,1,1,1,2,1,3,2,0,1,1,2,1,2,2,1,2,1,1,0,0,1,0
DT0800959,0,1,1,1,2,1,2,1,3,2,1,1,1,2,2,2,2,1,2,1,1,2,1,0,0
DT0800964,1,0,0,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,4,1,0,1,1,0
DT0800966,2,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,0
DT0800967,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT0800968,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,0,1
DT0800969,0,0,0,1,1,1,2,1,3,2,1,0,1,2,2,2,2,1,2,4,1,2,1,1,0
DT0800971,0,0,0,1,1,1,2,1,3,2,0,1,1,2,2,2,1,1,2,4,1,0,0,0,1
DT0800972,1,1,0,1,1,1,1,1,3,2,0,0,1,1,1,2,2,1,2,1,1,0,0,1,0
DT0800973,1,1,2,1,0,1,1,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800974,0,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,0
DT0800975,0,0,0,1,1,1,1,1,4,1,0,0,1,1,2,2,2,1,2,3,0,0,0,0,0
DT0800976,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,1,0,1,1
DT0800977,0,1,0,1,0,1,1,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0800981,1,0,0,1,2,1,1,1,3,1,0,0,1,2,1,1,2,1,2,4,1,1,1,1,0
DT0800982,0,0,0,1,1,1,1,1,3,1,0,0,1,2,2,2,2,1,2,4,1,0,1,1,0
DT0800983,1,1,0,1,0,1,1,1,3,1,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0800987,1,1,0,1,1,1,2,1,3,1,0,1,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0800988,0,0,0,1,2,1,2,1,4,1,0,0,1,1,2,2,2,2,2,4,1,0,0,0,0
DT0800989,1,1,1,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,1,0,1,0
DT0800990,1,1,0,1,1,1,2,1,4,2,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1
DT0800991,0,0,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,3,1,0,1,1,0
DT0800992,0,0,0,1,1,0,2,1,3,2,0,0,1,1,2,2,2,1,2,3,1,0,0,1,0
DT0800993,1,0,0,1,1,0,2,1,3,1,0,0,1,2,2,2,2,1,2,2,1,0,0,1,0
DT0800994,0,1,0,1,2,0,2,1,3,1,0,0,1,2,2,2,2,1,3,1,1,0,0,0,1
DT0800996,1,1,0,1,0,0,2,1,3,2,0,0,1,1,2,1,2,1,2,1,1,0,1,1,0
DT0800997,1,1,2,1,0,0,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,1,1,0
DT0800999,0,1,1,1,1,0,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,0,0
DT0801002,1,1,2,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0801003,1,1,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,1,1,1
DT0801005,0,0,0,1,2,0,2,1,3,2,0,0,1,2,2,2,2,2,2,4,1,0,1,1,1
DT0801006,0,0,0,1,1,0,2,1,3,2,0,0,1,1,1,2,2,1,2,3,1,0,0,1,0
DT0801007,1,1,0,1,1,0,2,1,3,1,0,1,1,2,2,2,2,1,2,1,1,0,0,1,1
DT0801008,0,0,0,1,0,0,2,1,3,1,0,0,1,2,1,2,2,1,2,3,1,0,0,1,0
DT0801010,0,1,0,1,1,0,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT0801012,1,1,0,1,1,0,2,1,2,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT0801014,1,1,0,1,0,0,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,1,1,0
